DEPARTAMENTO,PROVINCIA,MUNICIPIO,CODIGO,COD_INE,Captura.ca,Riqueza.es,Abu.rrhh,Ap.suelo,Minero,Piscicol,Turismo,Agro.inten,Agro.exten,Agrosilvo,Ap.fores,Uso.limit,R.actv.prd,Acc.agua,Acc.salud,Acc.edu,Acc.vivien,Acc.EE,Clasifica,porc_i.CSV,latitude,longitude,area_km2,area_ha
Santa Cruz,Velasco,San Rafael,"070303",70303,"12","49","9","70","6","72","10","9","14","8","11","33","0","40","22","32","22","45",Alto,"41",-16.81550,-60.14096,9715.94,971594.50
Santa Cruz,Cordillera,Boyuibe,"070707",70707,"14","66","9","60","16","30","0","7","32","25","3","0","19","42","35","37","28","43",Medio,"38",-20.33884,-63.07628,1623.66,162366.23
Santa Cruz,Florida,Pampa Grande,"070902",70902,"20","55","10","68","8","32","10","26","12","19","11","21","0","44","36","38","28","44",Alto,"41",-18.04540,-64.15343,1007.04,100703.99
Santa Cruz,Florida,Samaipata,"070901",70901,"19","53","10","72","7","32","10","0","0","1","8","28","17","41","37","38","28","46",Bajo,"32",-18.17527,-63.75002,1926.26,192626.46
Santa Cruz,Florida,Mairana,"070903",70903,"22","58","11","65","10","32","10","0","0","0","10","28","0","41","35","37","28","44",Bajo,"32",-17.98458,-64.00690,744.00,74399.72
Santa Cruz,Valle Grande,Trigal,"070802",70802,"12","43","8","69","4","32","0","0","0","0","9","0","0","43","26","35","30","41",Bajo,"22",-18.28708,-64.13266,400.63,40063.50
Santa Cruz,Valle Grande,Moro Moro,"070803",70803,"10","57","11","74","9","32","10","11","2","3","8","0","0","42","34","37","30","44",Bajo,"31",-18.32060,-64.34399,680.50,68050.24
Santa Cruz,Manuel María Caballero,Saipina,"071302",71302,"6","53","10","65","7","32","10","3","19","5","2","0","0","41","28","34","22","47",Bajo,"29",-18.02356,-64.63993,449.97,44997.07
Santa Cruz,Florida,Quirusillas,"070904",70904,"20","54","10","63","7","0","10","1","86","2","8","35","17","44","30","37","26","46",Medio,"40",-18.37057,-63.93746,287.32,28732.20
Santa Cruz,Andres Ibañez,Cotoca,"070102",70102,"12","61","17","73","13","65","10","35","4","42","4","0","24","37","26","31","27","36",Muy Alto,"50",-17.75478,-62.90828,621.16,62115.88
Santa Cruz,Valle Grande,Pucará,"070805",70805,"17","55","10","52","8","55","10","5","0","5","9","0","11","40","25","34","26","46",Bajo,"32",-18.76248,-64.19107,683.52,68352.15
Santa Cruz,Andres Ibañez,El Torno,"070105",70105,"26","60","12","70","12","31","10","11","1","0","11","28","36","43","29","34","21","43",Medio,"37",-18.04880,-63.46886,970.15,97015.05
Santa Cruz,Andres Ibañez,Santa Cruz de la Sierra,"070101",70101,"8","48","12","76","6","70","10","0","0","0","4","0","24","37","28","34","29","43",Bajo,"33",-17.80706,-62.99812,1299.76,129975.84
Santa Cruz,Valle Grande,Postrer Valle,"070804",70804,"19","55","10","63","8","32","10","28","5","5","8","35","17","43","29","34","25","40",Medio,"40",-18.62508,-63.76318,1117.71,111770.56
Santa Cruz,Andres Ibañez,La Guardia,"070104",70104,"16","59","11","74","10","55","51","0","0","0","8","35","28","41","35","37","29","45",Alto,"48",-18.05372,-63.23395,977.92,97791.78
La Paz,Bautista Saavedra,Curva,"021602",21602,"31","60","55","65","33","54","0","10","74","23","11","9","16","43","27","37","31","46",Muy Alto,"58",-14.98522,-68.96548,584.89,58488.77
Potosi,Nor Lipez,"Colcha""K""","050901",50901,"6","62","39","71","54","70","72","1","2","3","1","0","7","42","30","35","25","44",Muy Alto,"58",-21.20434,-67.31420,18203.73,1820372.54
Oruro,Mejillones,Carangas,"041503",41503,"6","64","27","54","15","0","0","6","3","12","1","0","11","42","28","34","20","44",Bajo,"26",-18.90157,-68.66542,227.68,22768.49
Oruro,Mejillones,La Rivera,"041501",41501,"5","59","34","58","10","0","0","0","21","1","1","0","8","48","26","33","23","35",Bajo,"25",-19.06205,-68.66012,218.59,21859.50
Oruro,Mejillones,Todos Santos,"041502",41502,"3","43","13","51","5","0","0","0","0","0","3","0","11","44","27","34","21","45",Bajo,"17",-19.02815,-68.75862,218.71,21871.48
La Paz,Murillo,Nuestra Señora de La Paz,"020101",20101,"22","57","52","58","50","67","0","89","7","13","12","0","17","42","34","37","29","44",Muy Alto,"65",-16.16761,-67.97166,2042.23,204223.02
La Paz,Larecaja,Quiabaya,"020604",20604,"9","54","14","67","26","0","0","3","3","5","2","0","0","43","31","37","29","45",Bajo,"24",-15.60241,-68.71420,118.42,11842.09
La Paz,Muñecas,Ayata,"020502",20502,"28","66","43","69","41","28","0","8","1","56","2","0","16","41","32","36","25","44",Alto,"48",-15.32001,-68.71100,748.66,74866.46
La Paz,Larecaja,Sorata,"020601",20601,"15","45","38","59","47","28","0","16","4","1","12","0","17","40","35","38","28","48",Medio,"38",-15.71934,-68.49412,1902.06,190206.04
La Paz,Larecaja,Tacacoma,"020603",20603,"16","45","27","66","38","54","10","0","0","0","10","0","17","43","33","37","28","45",Medio,"37",-15.39248,-68.52302,799.68,79968.31
La Paz,Muñecas,Chuma,"020501",20501,"17","62","39","57","36","0","0","2","5","5","1","0","0","43","33","37","29","44",Bajo,"29",-15.59320,-68.86565,618.18,61818.45
La Paz,Larecaja,Combaya,"020605",20605,"17","61","32","58","23","0","0","17","1","0","1","0","0","43","36","38","32","43",Bajo,"28",-15.81593,-68.75341,90.57,9057.03
La Paz,Muñecas,Aucapata,"020503",20503,"30","66","30","59","51","28","0","5","0","71","4","0","16","42","34","37","30","43",Muy Alto,"50",-15.43811,-68.69949,234.45,23444.90
La Paz,Larecaja,Tipuani,"020606",20606,"17","44","10","61","37","28","10","0","0","0","13","0","17","42","25","35","29","45",Bajo,"31",-15.58442,-68.05596,248.29,24828.98
La Paz,Murillo,Palca,"020102",20102,"9","56","42","76","49","43","52","0","0","0","2","0","0","44","35","37","25","43",Alto,"48",-16.66639,-67.82613,736.20,73619.79
La Paz,Aroma,Ayo Ayo,"021303",21303,"6","66","40","60","27","0","0","46","3","71","1","0","0","44","32","36","24","45",Alto,"48",-17.07674,-68.01966,558.71,55871.46
La Paz,Loayza,Sapahaqui,"020902",20902,"4","46","13","76","14","42","52","10","1","3","3","0","0","43","34","39","35","45",Alto,"41",-16.95359,-67.83598,815.79,81579.11
La Paz,Sur Yungas,Yanacachi,"021103",21103,"13","33","44","65","34","59","0","0","0","0","9","0","17","43","32","36","24","46",Medio,"36",-16.42570,-67.78948,580.34,58034.08
La Paz,Murillo,Mecapaca,"020103",20103,"5","58","23","62","18","43","52","1","3","2","4","0","0","42","40","39","30","45",Alto,"42",-16.71854,-67.97865,523.71,52370.61
La Paz,Nor Yungas,Coroico,"021401",21401,"27","61","31","66","34","40","0","6","7","4","12","0","17","42","32","37","29","46",Medio,"38",-16.16245,-67.77256,1091.81,109181.31
La Paz,Inquisivi,Quime,"021002",21002,"19","54","48","66","39","59","20","0","2","2","10","0","17","42","35","38","30","46",Alto,"45",-16.84892,-67.34091,997.15,99714.80
La Paz,Loayza,Malla,"020904",20904,"5","58","52","72","50","59","0","17","1","27","2","0","0","41","35","38","33","42",Alto,"48",-17.01144,-67.42682,350.58,35058.28
La Paz,Inquisivi,Cajuata,"021003",21003,"28","65","38","64","39","42","20","47","38","6","12","0","17","42","29","35","26","44",Muy Alto,"58",-16.63751,-67.24745,712.03,71202.88
La Paz,Loayza,Yaco,"020903",20903,"4","34","16","60","34","42","0","15","1","41","3","0","5","42","36","38","29","45",Medio,"39",-17.24013,-67.39874,595.55,59555.04
La Paz,Sur Yungas,Irupana,"021102",21102,"21","59","53","69","43","59","19","1","13","4","10","0","17","42","35","37","28","43",Muy Alto,"49",-16.51113,-67.51019,1358.94,135893.68
La Paz,Inquisivi,Ichoca,"021005",21005,"20","59","35","58","31","42","0","0","0","29","2","0","7","43","33","37","29","43",Medio,"38",-17.18492,-67.19348,839.86,83985.80
La Paz,Loayza,Luribay,"020901",20901,"5","58","18","73","10","0","21","72","2","46","1","0","0","44","33","39","35","44",Muy Alto,"49",-17.09387,-67.63480,450.95,45095.14
La Paz,Nor Yungas,Coripata,"021402",21402,"29","61","18","66","34","40","0","0","0","0","13","0","17","42","33","37","25","46",Medio,"34",-16.20905,-67.56733,692.70,69269.73
La Paz,Loayza,Cairoma,"020905",20905,"17","65","50","66","49","66","20","0","0","24","1","0","19","40","35","37","25","45",Muy Alto,"52",-16.84578,-67.57689,685.55,68554.86
La Paz,Sur Yungas,Chulumani,"021101",21101,"25","62","34","59","24","41","0","23","1","0","12","0","17","42","30","37","32","45",Medio,"39",-16.38914,-67.53763,301.90,30189.61
La Paz,Inquisivi,Licoma Pampa,"021006",21006,"20","58","24","61","30","0","0","0","42","2","9","0","17","46","29","35","22","44",Bajo,"32",-16.81189,-67.20315,196.95,19694.89
Cochabamba,Quillacollo,Quillacollo,"030901",30901,"6","54","38","74","15","39","0","44","9","45","2","0","0","43","34","37","25","45",Alto,"48",-17.21125,-66.32921,567.33,56733.04
Cochabamba,Cercado,Cochabamba,"030101",30101,"12","62","33","71","14","58","27","0","0","0","1","0","0","42","34","36","26","43",Medio,"39",-17.42515,-66.16868,287.54,28754.10
Cochabamba,Chapare,Sacaba,"031001",31001,"15","53","36","76","7","58","27","0","1","0","9","0","0","46","34","38","30","45",Medio,"39",-17.33163,-66.03043,750.74,75074.49
Cochabamba,Quillacollo,Colcapirhua,"030905",30905,"6","62","19","61","14","0","0","72","9","8","3","0","0","26","22","23","24","20",Medio,"36",-17.39050,-66.23256,29.20,2919.60
Cochabamba,Quillacollo,Tiquipaya,"030903",30903,"4","44","33","72","5","38","0","37","2","1","4","0","0","42","30","35","29","39",Medio,"34",-17.18860,-66.20203,316.90,31689.62
Cochabamba,Arani,Vacas,"030502",30502,"3","40","44","72","4","66","0","8","3","23","5","0","0","43","23","35","30","43",Medio,"37",-17.58904,-65.58256,348.85,34884.54
Cochabamba,Esteban Arce,Arbieto,"030403",30403,"5","68","22","68","17","66","0","9","25","1","2","0","0","42","25","36","35","45",Medio,"38",-17.55828,-66.06506,147.80,14780.37
Cochabamba,Arque,Arque,"030601",30601,"6","67","30","55","51","0","0","3","40","11","2","0","10","42","35","37","28","44",Medio,"37",-17.82578,-66.41682,519.11,51911.27
Cochabamba,Capinota,Capinota,"030701",30701,"6","64","14","57","25","0","0","13","9","8","1","0","10","42","35","38","29","45",Bajo,"28",-17.77755,-66.22679,568.68,56868.29
Cochabamba,Capinota,Sicaya,"030703",30703,"3","46","8","67","24","0","0","24","10","2","1","0","0","37","29","37","37","45",Bajo,"27",-17.79122,-66.34159,115.37,11536.70
Cochabamba,Arani,Arani,"030501",30501,"5","68","41","70","28","39","0","17","1","1","1","0","0","41","29","37","34","45",Medio,"37",-17.59272,-65.72657,205.97,20597.20
Cochabamba,Punata,Cuchumuela,"031405",31405,"4","60","29","65","13","0","0","10","0","13","2","0","0","36","25","33","28","42",Bajo,"26",-17.69001,-65.77107,72.65,7265.40
Cochabamba,Punata,Tacachi,"031404",31404,"3","45","11","60","5","0","0","12","25","0","1","0","0","31","23","31","29","39",Bajo,"22",-17.63800,-65.78852,19.98,1997.81
Cochabamba,Punata,Punata,"031401",31401,"5","54","19","66","7","0","0","11","1","7","2","0","0","36","28","33","27","41",Bajo,"23",-17.54925,-65.83143,85.91,8590.69
Cochabamba,Punata,Villa Rivero,"031402",31402,"3","40","10","66","4","0","0","20","2","0","2","0","0","40","26","33","33","33",Bajo,"20",-17.64826,-65.85278,99.66,9965.57
Cochabamba,Mizque,Alalay,"031303",31303,"5","69","42","73","18","0","0","2","0","12","4","0","0","37","29","34","26","46",Bajo,"28",-17.77326,-65.63003,418.80,41880.44
Cochabamba,Esteban Arce,Tarata,"030401",30401,"4","45","8","56","5","39","18","15","10","5","2","0","10","46","30","39","38","44",Bajo,"33",-17.69183,-66.06536,338.73,33873.36
Cochabamba,Quillacollo,Sipe Sipe,"030902",30902,"4","45","13","74","14","39","0","64","4","76","2","0","0","41","32","38","33","46",Muy Alto,"53",-17.50288,-66.39170,504.96,50495.91
Cochabamba,Capinota,Santivañez,"030702",30702,"4","47","9","71","6","39","0","45","28","1","1","0","0","42","30","38","34","46",Medio,"38",-17.57359,-66.21802,299.73,29972.58
Cochabamba,Esteban Arce,Sacabamba,"030404",30404,"3","53","18","69","7","0","0","13","12","27","2","0","0","44","30","38","28","51",Bajo,"29",-17.77644,-65.78626,196.27,19626.92
Cochabamba,Esteban Arce,Anzaldo,"030402",30402,"6","69","16","47","42","0","18","0","13","0","3","0","6","43","36","40","32","47",Bajo,"31",-17.84366,-65.91670,669.69,66969.03
Cochabamba,German Jordan,Toko,"030802",30802,"3","43","10","64","13","0","0","0","0","0","2","0","0","41","38","38","31","42",Bajo,"18",-17.64747,-65.92049,61.90,6190.05
Cochabamba,German Jordan,Cliza,"030801",30801,"4","62","19","64","24","0","0","0","0","0","2","0","0","44","28","36","29","42",Bajo,"22",-17.58194,-65.93669,55.72,5571.61
Oruro,Pantaleon Dalence,Huanuni,"040701",40701,"4","59","26","60","51","0","15","0","0","0","2","0","14","43","33","37","29","43",Bajo,"31",-18.26269,-66.76501,567.37,56737.23
Cochabamba,Arque,Tacopaya,"030602",30602,"4","45","13","58","14","0","0","78","4","10","1","0","0","43","35","38","29","43",Medio,"37",-17.82651,-66.62590,587.38,58738.25
Potosi,General Bernardino Bilbao,Arampampa,"051301",51301,"6","68","16","56","28","0","11","73","3","2","2","0","3","45","37","40","35","44",Alto,"42",-17.94527,-66.12592,386.48,38647.55
Cochabamba,Punata,San Benito,"031403",31403,"4","52","18","68","7","37","0","0","51","17","3","0","0","42","32","39","37","45",Medio,"36",-17.49820,-65.87897,141.27,14126.57
Potosi,General Bernardino Bilbao,Acasio,"051302",51302,"6","10","16","56","18","0","11","18","3","44","4","0","5","43","36","38","29","43",Bajo,"31",-18.05000,-66.01447,375.50,37549.58
Potosi,Charcas,Toro Toro,"050502",50502,"7","43","8","58","45","34","11","3","3","6","1","4","9","43","34","37","27","43",Bajo,"33",-18.20954,-65.70087,1181.64,118164.25
Cochabamba,Bolivar,Bolivar,"031501",31501,"5","66","39","52","39","37","17","0","0","4","2","0","14","44","35","39","34","44",Medio,"38",-18.01557,-66.64452,684.55,68454.96
Potosi,Alonso de Ibañez,Caripuyo,"050702",50702,"4","64","27","56","37","33","11","0","21","13","2","0","12","42","37","38","30","43",Medio,"39",-18.18022,-66.59325,521.63,52162.87
Potosi,Rafael Bustillo,Llallagua,"050203",50203,"4","58","19","56","42","34","13","9","9","12","3","0","11","45","35","39","28","47",Medio,"39",-18.36339,-66.57214,527.83,52782.78
Potosi,Alonso de Ibañez,Sacaca,"050701",50701,"5","53","14","52","25","0","11","0","0","0","4","0","9","40","36","38","30","45",Bajo,"24",-18.11765,-66.34363,915.28,91528.31
Cochabamba,Mizque,Vila Vila,"031302",31302,"4","40","7","48","4","0","52","9","1","0","1","0","6","42","30","35","25","44",Bajo,"29",-17.97825,-65.67140,598.41,59840.84
La Paz,Los Andes,Laja,"021202",21202,"4","59","25","56","19","41","0","3","5","2","2","0","11","43","36","37","29","41",Bajo,"30",-16.58851,-68.45958,690.57,69057.38
La Paz,Murillo,Achocalla,"020104",20104,"5","70","42","52","29","0","21","32","1","46","2","0","0","43","36","34","29","28",Alto,"46",-16.66227,-68.12535,178.25,17824.81
Oruro,San Pedro De Totora,Totora,"041301",41301,"4","43","16","55","13","38","52","22","6","17","1","0","13","41","28","36","29","46",Alto,"45",-17.85489,-68.17995,1379.88,137987.82
La Paz,Aroma,Umala,"021302",21302,"4","42","16","60","13","40","52","0","0","0","1","0","0","43","37","38","25","46",Medio,"36",-17.40398,-67.99720,870.78,87077.87
La Paz,Aroma,Patacamaya,"021305",21305,"5","55","21","59","17","0","0","8","13","20","2","0","0","43","34","38","32","46",Bajo,"28",-17.21653,-67.91329,556.83,55682.73
La Paz,Pacajes,Caquiaviri,"020302",20302,"6","64","37","56","38","43","52","0","0","4","3","0","0","43","34","37","30","43",Alto,"46",-17.08523,-68.81794,1548.84,154884.23
La Paz,Pacajes,Nazacara de Pacajes,"020307",20307,"4","57","15","52","9","0","0","3","10","14","2","0","0","50","29","40","25","54",Bajo,"23",-16.92655,-68.75767,18.43,1843.29
La Paz,Pacajes,Santiago de Callapa,"020308",20308,"3","48","17","58","24","66","64","77","5","4","2","0","9","54","35","40","27","45",Muy Alto,"64",-17.40089,-68.34709,1192.16,119215.63
La Paz,Aroma,Colquencha,"021306",21306,"4","61","32","53","35","0","0","18","13","29","3","0","11","41","39","39","30","48",Medio,"37",-16.99190,-68.25697,341.29,34129.24
La Paz,Pacajes,Waldo Ballivian,"020306",20306,"3","35","16","56","11","0","0","0","0","13","1","0","0","50","35","38","24","42",Bajo,"20",-17.11510,-68.21939,108.68,10867.62
La Paz,Pacajes,Comanche,"020304",20304,"4","61","32","58","34","0","0","1","32","11","3","0","11","43","35","37","26","43",Bajo,"33",-16.95044,-68.45016,450.17,45017.02
La Paz,Aroma,Calamarca,"021304",21304,"6","65","38","57","26","0","0","40","9","11","2","0","0","43","35","37","28","44",Medio,"37",-16.89046,-68.11243,480.56,48056.31
Oruro,Tomas Barron,Eucaliptus,"041101",41101,"5","60","12","54","44","65","14","5","19","4","4","0","4","44","31","35","24","41",Alto,"42",-17.63458,-67.44083,366.89,36689.21
La Paz,Aroma,Sica Sica,"021301",21301,"4","46","13","58","14","58","19","12","0","19","3","0","5","44","35","37","24","44",Medio,"38",-17.37450,-67.61912,1738.32,173832.05
La Paz,Gualberto Villarroe,Papel Pampa,"021802",21802,"4","55","10","56","17","40","19","0","6","0","1","0","8","49","35","39","26","44",Bajo,"31",-17.69720,-67.70958,860.55,86054.80
Oruro,Carangas,Choque Cota,"040302",40302,"4","62","34","61","14","36","16","0","0","0","3","0","10","42","24","33","27","39",Bajo,"32",-18.12211,-67.95498,894.96,89496.26
La Paz,Gualberto Villarroe,San Pedro de Curahuara,"021801",21801,"3","50","12","57","25","0","52","0","2","3","2","0","11","43","31","37","27","45",Bajo,"33",-17.63349,-67.96664,790.49,79048.90
Oruro,Nor Carangas,Santiago de Huayllamarca,"041601",41601,"4","48","17","55","24","35","14","31","6","2","2","0","8","43","34","38","29","47",Medio,"37",-17.92749,-67.82016,903.94,90394.00
La Paz,Pacajes,Coro Coro,"020301",20301,"4","61","31","56","34","43","21","24","7","16","2","0","9","44","35","38","30","43",Alto,"46",-17.17313,-68.43223,1101.96,110195.86
La Paz,Gualberto Villarroe,Chacarilla,"021803",21803,"4","63","20","49","37","40","52","1","21","0","2","0","10","42","30","38","33","46",Alto,"45",-17.54856,-68.17003,363.32,36332.18
La Paz,Aroma,Collana,"021307",21307,"4","61","33","53","35","0","0","8","13","20","3","0","11","44","38","38","26","46",Bajo,"33",-16.90372,-68.30118,106.34,10633.88
Oruro,Carangas,Corque,"040301",40301,"6","61","23","62","34","58","64","0","0","0","2","0","9","42","34","37","28","46",Alto,"48",-18.46415,-67.79945,3267.03,326703.25
Oruro,Poopo,Pazña,"040602",40602,"4","55","16","64","49","66","52","2","8","11","2","0","9","44","30","36","27","45",Muy Alto,"51",-18.61342,-66.91297,745.09,74509.43
Oruro,Saucari,Toledo,"041001",41001,"4","43","13","65","37","66","72","12","15","35","2","0","8","43","36","38","30","44",Muy Alto,"60",-18.27563,-67.41320,3055.30,305530.34
Oruro,Cercado,El Choro,"040103",40103,"11","60","17","61","22","58","64","52","48","13","2","1","13","52","35","40","29","44",Muy Alto,"67",-18.26423,-67.17471,1044.54,104453.78
Oruro,Poopo,Poopó,"040601",40601,"7","55","20","59","41","36","64","2","1","29","3","15","9","43","35","39","30","47",Muy Alto,"53",-18.36671,-66.94157,690.18,69018.09
Oruro,Pantaleon Dalence,Machacamarca,"040702",40702,"5","58","24","59","42","58","52","6","21","1","1","0","12","44","24","34","27","43",Muy Alto,"50",-18.15329,-66.97448,326.00,32599.71
Oruro,Litoral,Escara,"040502",40502,"5","60","21","62","21","0","0","0","6","4","2","0","9","43","28","34","25","41",Bajo,"24",-18.69441,-68.15932,1335.21,133520.95
Oruro,Litoral,Esmeralda,"040505",40505,"4","60","12","60","21","0","52","1","2","2","3","0","9","46","30","32","22","31",Bajo,"33",-18.94571,-68.08817,586.06,58606.40
Oruro,Sabaya,Chipaya,"040903",40903,"6","62","8","64","24","0","52","21","6","1","2","0","13","42","21","30","27","30",Medio,"38",-19.06258,-68.04771,355.98,35597.96
Oruro,Ladislao Cabrera,Salinas de Garci Mendoza,"040801",40801,"7","53","14","66","15","35","72","0","0","0","2","0","6","44","36","38","28","45",Alto,"42",-19.43668,-67.61411,5619.40,561939.82
Oruro,Litoral,Yunguyo del Litoral,"040504",40504,"3","33","6","56","3","0","0","0","0","0","3","0","8","32","25","28","21","35",Muy Bajo,"14",-18.87591,-68.35171,180.15,18014.66
Oruro,Litoral,Cruz de Machacamarca,"040503",40503,"6","60","22","59","13","0","0","0","0","0","1","0","9","43","35","36","21","44",Bajo,"21",-18.71681,-68.37439,529.78,52978.29
Oruro,Poopo,Antequera,"040603",40603,"5","69","42","53","58","35","16","13","10","50","4","0","14","41","29","35","28","41",Muy Alto,"53",-18.52494,-66.77543,279.61,27961.20
Oruro,Sur Carangas,Belén de Andamarca,"041202",41202,"5","66","21","63","26","58","72","39","22","18","3","15","8","42","36","38","31","42",Muy Alto,"66",-18.89255,-67.38106,2328.30,232829.78
Oruro,Ladislao Cabrera,Pampa Aullagas,"040802",40802,"5","56","11","61","28","35","70","13","19","21","3","0","5","42","35","37","28","44",Muy Alto,"52",-19.23148,-67.16515,1017.03,101702.61
Oruro,Sur Carangas,Andamarca,"041201",41201,"5","69","16","57","28","35","70","0","0","0","2","0","11","43","30","36","28","42",Alto,"45",-18.89204,-67.74980,1069.29,106929.14
Oruro,Litoral,Huachacalla,"040501",40501,"4","59","20","51","11","0","0","16","1","27","2","0","11","28","24","28","27","35",Bajo,"27",-18.79438,-68.27506,20.84,2083.69
Oruro,Sebastian Pagador,Santiago de Huari,"041401",41401,"4","48","13","64","38","0","52","0","10","0","2","0","8","42","34","37","26","46",Medio,"36",-19.16432,-66.56368,2403.06,240306.03
Oruro,Abaroa,Santuario de Quillacas,"040202",40202,"3","47","9","60","24","36","70","32","2","59","2","0","8","40","29","36","29","44",Muy Alto,"59",-19.31941,-66.81333,932.38,93237.85
Oruro,Abaroa,Challapata,"040201",40201,"6","63","26","67","37","58","52","0","0","0","2","0","11","44","34","38","29","44",Alto,"47",-18.89057,-66.55264,2597.26,259725.83
Potosi,Rafael Bustillo,Uncía,"050201",50201,"3","42","12","58","36","35","13","0","8","1","1","0","14","42","34","37","28","45",Bajo,"32",-18.58843,-66.53141,697.57,69757.00
Potosi,Rafael Bustillo,Chayanta,"050202",50202,"6","63","14","60","55","0","13","8","0","0","1","0","12","45","34","39","33","46",Bajo,"32",-18.41439,-66.35083,631.90,63189.82
Potosi,Charcas,San Pedro,"050501",50501,"16","50","14","56","25","70","64","15","0","1","2","0","12","43","36","39","32","46",Muy Alto,"51",-18.34063,-65.96822,2213.18,221318.12
Chuquisaca,Nor Cinti,San Lucas,"010702",10702,"9","51","14","57","25","44","23","18","11","98","4","0","11","43","36","38","29","43",Muy Alto,"57",-20.16070,-64.89930,3890.93,389093.03
Potosi,Cornelio Saavedra,Chaquí,"050302",50302,"4","63","26","56","55","34","12","37","31","2","3","0","11","42","34","37","34","40",Muy Alto,"49",-19.62501,-65.54606,466.83,46682.88
Potosi,Cornelio Saavedra,Tacobamba,"050303",50303,"4","45","8","53","46","0","12","51","49","1","1","0","10","42","37","38","29","44",Alto,"44",-19.21323,-65.55402,893.06,89306.02
Potosi,Chayanta,Ravelo,"050402",50402,"5","54","10","53","15","0","51","1","13","15","4","0","10","42","36","38","24","48",Medio,"36",-18.75270,-65.56338,1354.96,135495.85
Potosi,Antonio Quijarro,Uyuni,"051201",51201,"4","41","12","65","35","70","64","16","8","23","3","0","7","44","34","37","28","43",Muy Alto,"56",-20.06528,-66.78937,7640.89,764088.66
Potosi,Chayanta,Pocoata,"050403",50403,"5","55","16","57","41","0","11","1","2","21","3","0","10","42","33","37","27","47",Bajo,"31",-18.63938,-66.15577,1191.07,119106.64
Potosi,Chayanta,Colquechaca,"050401",50401,"6","61","24","62","46","0","51","0","0","30","1","0","10","43","34","37","28","43",Alto,"44",-18.80807,-66.01354,1743.84,174383.54
Potosi,Tomas Frias,Tinquipaya,"050102",50102,"4","45","13","60","37","0","51","16","16","15","1","0","11","43","33","37","29","45",Alto,"43",-19.17001,-65.90410,1429.46,142946.06
Potosi,Tomas Frias,Urmiri,"050104",50104,"3","41","12","63","36","35","70","17","7","17","2","0","8","41","36","39","33","45",Muy Alto,"51",-19.47281,-66.18074,1246.19,124619.27
Potosi,Chayanta,Ocurí,"050404",50404,"5","56","17","61","41","0","11","0","0","0","1","0","10","43","36","38","28","43",Bajo,"27",-18.88983,-65.76843,863.18,86318.20
Potosi,Tomas Frias,Potosí,"050101",50101,"4","55","15","63","49","57","52","23","1","29","1","0","11","42","32","37","31","41",Muy Alto,"56",-19.53743,-65.72203,1195.90,119589.53
Potosi,Tomas Frias,Yocalla,"050103",50103,"4","33","6","61","43","35","51","9","1","7","3","0","7","41","31","36","31","41",Alto,"42",-19.49557,-65.94099,901.47,90146.66
Chuquisaca,Oropeza,Yotala,"010102",10102,"4","33","6","47","11","0","26","15","1","32","3","0","13","42","28","36","27","46",Bajo,"31",-19.22504,-65.26485,434.53,43453.27
Chuquisaca,Yamparaez,Yamparáez,"010602",10602,"5","33","6","56","3","0","23","41","3","50","5","0","13","46","36","39","28","45",Medio,"39",-19.24354,-65.07003,642.58,64257.95
Potosi,Nor Chichas,Cotagaita,"050601",50601,"5","61","19","58","46","34","64","0","0","3","1","0","10","46","30","38","30","45",Alto,"47",-20.67294,-65.76938,6476.75,647675.09
Potosi,Jose Maria Linares,"Caiza ""D""","051102",51102,"6","65","28","58","49","33","11","12","2","52","2","0","15","44","35","39","32","43",Muy Alto,"49",-20.01132,-65.65361,1319.41,131941.13
Potosi,Nor Chichas,Vitiche,"050602",50602,"4","35","7","59","11","34","11","3","11","4","3","0","12","45","36","39","33","43",Bajo,"28",-20.34963,-65.43243,1617.60,161760.11
Potosi,Antonio Quijarro,Tomave,"051202",51202,"4","43","13","62","37","57","72","45","17","42","3","0","8","45","36","39","31","45",Muy Alto,"67",-20.10161,-66.39428,8155.18,815517.70
Potosi,Antonio Quijarro,Porco,"051203",51203,"5","55","10","64","59","33","70","82","4","17","2","0","11","42","33","38","30","46",Muy Alto,"68",-19.80797,-65.98415,1088.32,108832.48
Potosi,Sur Chichas,Atocha,"050802",50802,"6","67","30","62","51","0","51","0","0","0","4","0","11","42","33","37","29","43",Alto,"41",-21.07035,-66.16987,2329.72,232972.18
Tarija,Mendez,El Puente,"060502",60502,"24","60","17","68","22","33","64","64","13","27","18","0","15","41","33","37","27","46",Muy Alto,"65",-21.27846,-65.04941,2064.04,206404.28
Chuquisaca,Nor Cinti,Camargo,"010701",10701,"6","65","12","58","22","44","23","1","1","100","5","0","14","43","26","38","34","47",Muy Alto,"53",-20.60255,-65.15603,2084.91,208490.95
Chuquisaca,Sur Cinti,Camataqui,"010901",10901,"6","64","8","50","26","44","22","66","8","52","7","0","13","45","31","39","32","46",Muy Alto,"58",-20.98632,-65.28768,660.76,66075.71
Chuquisaca,Sur Cinti,Las Carreras,"010903",10903,"5","59","11","52","19","44","52","0","0","9","8","0","10","42","31","38","33","46",Alto,"41",-21.29567,-65.32020,905.94,90594.27
Chuquisaca,Nor Cinti,Incahuasi,"010703",10703,"22","59","12","56","10","60","23","47","33","1","10","0","14","44","34","36","23","44",Muy Alto,"51",-20.59069,-64.57213,1043.23,104323.47
